Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1920000000;-76.1040510721122;-8.99339037091654
1920100000;-76.2047099481094;-5.25108259879778
1920200000;-76.1929393274111;-3.82172872635431
1920300000;-69.1779051181353;-40
1920400000;-76.0499476395103;-10
1920500000;-68.5567507734218;-40
1920600000;-67.9526724996782;-40
1920700000;-67.796029833138;-40
1920800000;-68.6612271714476;-40
1920900000;-69.1574736016128;-40
1921000000;-68.330996290264;-40
1921100000;-68.4102761677742;-40
1921200000;-68.5332488582933;-40
1921300000;-68.0830802452228;-40
1921400000;-67.4673961095163;-40
1921500000;-67.8824508144459;-40
1921600000;-68.8209513256337;-40
1921700000;-68.271790292143;-40
1921800000;-66.1095914041545;-40
1921900000;-68.527722116472;-40
1922000000;-68.1906059850085;-40
1922100000;-68.5347637796589;-40
1922200000;-68.2137601958801;-40
1922300000;-67.9190095427154;-40
1922400000;-67.7240468307869;-40
1922500000;-68.4155593687178;-40
1922600000;-68.4301953545836;-40
1922700000;-67.2871456650253;-40
1922800000;-66.7528491945752;-40
1922900000;-68.611399635014;-40
1923000000;-68.8782652569365;-40
1923100000;-68.5517388005303;-40
1923200000;-67.9491484820922;-40
1923300000;-68.367582520078;-40
1923400000;-68.4398376536604;-40
1923500000;-68.535835112782;-40
1923600000;-68.5218510621003;-40
1923700000;-67.7335708299813;-40
1923800000;-68.1293662151011;-40
1923900000;-68.8702714572059;-40
1924000000;-68.3762304269606;-40
1924100000;-68.6604073653;-40
1924200000;-68.1764363253988;-40
1924300000;-69.2115824325782;-40
1924400000;-68.7073777380737;-40
1924500000;-69.3118749561463;-40
1924600000;-68.5829594147034;-40
1924700000;-68.4006377088951;-40
1924800000;-68.3946628995685;-40
1924900000;-67.4329905288423;-40
1925000000;-69.6414262245311;-40
1925100000;-68.552481736399;-40
1925200000;-69.1248816915779;-40
1925300000;-68.9428360963326;-40
1925400000;-68.1113269849572;-40
1925500000;-69.2138643667139;-40
1925600000;-68.9061642413029;-40
1925700000;-68.7322789333173;-40
1925800000;-68.8610082326645;-40
1925900000;-69.0590149289955;-40
1926000000;-68.7240485420278;-40
1926100000;-68.2031306190669;-40
1926200000;-69.2864372228194;-40
1926300000;-68.3649183092682;-40
1926400000;-67.9824199570785;-40
1926500000;-68.451982939171;-40
1926600000;-67.954521904445;-40
1926700000;-67.836519343129;-40
1926800000;-68.604970361465;-40
1926900000;-68.7052883016612;-40
1927000000;-66.9964185559927;-40
1927100000;-68.884287462912;-40
1927200000;-68.8664512155323;-40
1927300000;-68.2111101735347;-40
1927400000;-68.0646120339051;-40
1927500000;-67.9348415442846;-40
1927600000;-68.5591951459062;-40
1927700000;-68.6037815946158;-40
1927800000;-68.4083111691035;-40
1927900000;-68.9644581218482;-40
1928000000;-68.8805922426137;-40
1928100000;-68.4877245141698;-40
1928200000;-68.5239665394144;-40
1928300000;-67.6889937499359;-40
1928400000;-67.9124950081526;-40
1928500000;-68.1853031997286;-40
1928600000;-69.2734273078362;-40
1928700000;-67.5477972986829;-40
1928800000;-68.7328394912647;-40
1928900000;-68.5299530879534;-40
1929000000;-68.0137725087643;-40
1929100000;-68.3419438780338;-40
1929200000;-68.6590872948167;-40
1929300000;-68.5446201385766;-40
1929400000;-68.9579198066635;-40
1929500000;-68.0638025994226;-40
1929600000;-68.0697947236952;-40
1929700000;-67.6810198633446;-40
1929800000;-67.8796135483756;-40
1929900000;-68.9877603056787;-40
1930000000;-67.6924056655922;-40
1930100000;-68.5047052760819;-40
1930200000;-68.7632398553263;-40
1930300000;-68.7414339312175;-40
1930400000;-68.4515127910551;-40
1930500000;-67.861011180158;-40
1930600000;-68.1234067767625;-40
1930700000;-68.3461120176171;-40
1930800000;-68.5092358405838;-40
1930900000;-67.8711370497156;-40
1931000000;-68.7175607038635;-40
1931100000;-68.8817676535181;-40
1931200000;-68.055110693299;-40
1931300000;-67.9899167420141;-40
1931400000;-68.4013210679279;-40
1931500000;-68.0738680114799;-40
1931600000;-67.4282248120406;-40
1931700000;-68.1552681440599;-40
1931800000;-68.4384795494813;-40
1931900000;-68.5856396245048;-40
1932000000;-67.4876604634761;-40
1932100000;-68.4619094055298;-40
1932200000;-67.7667248131818;-40
1932300000;-68.4349931661059;-40
1932400000;-69.1861260027758;-40
1932500000;-68.1626620425241;-40
1932600000;-68.0095678276411;-40
1932700000;-68.128788516592;-40
1932800000;-69.3455157181651;-40
1932900000;-68.4985437353528;-40
1933000000;-67.8804621088896;-40
1933100000;-68.5370688829019;-40
1933200000;-67.4790967968954;-40
1933300000;-68.0974259754904;-40
1933400000;-67.911939341786;-40
1933500000;-67.7483517902028;-40
1933600000;-68.475395583191;-40
1933700000;-67.6549579082217;-40
1933800000;-68.910864847366;-40
1933900000;-69.0636372459472;-40
1934000000;-68.2716509949515;-40
1934100000;-68.3021707141048;-40
1934200000;-67.5666137396392;-40
1934300000;-68.0169427675484;-40
1934400000;-68.1513113774273;-40
1934500000;-69.9116304412447;-40
1934600000;-67.8195465286513;-40
1934700000;-67.5466071339358;-40
1934800000;-68.2096517154357;-40
1934900000;-68.9593572362499;-40
1935000000;-67.9581243393992;-40
1935100000;-68.2481143432728;-40
1935200000;-68.844712525952;-40
1935300000;-67.6880368060495;-40
1935400000;-68.5975494765498;-40
1935500000;-68.591419106624;-40
1935600000;-68.7669629051796;-40
1935700000;-68.2594764499833;-40
1935800000;-68.7227384242195;-40
1935900000;-68.5415698267596;-40
1936000000;-68.0704089563749;-40
1936100000;-68.7085658659743;-40
1936200000;-69.4830010160824;-40
1936300000;-67.4046264706931;-40
1936400000;-68.4274993427386;-40
1936500000;-68.6507409787501;-40
1936600000;-67.8407158691516;-40
1936700000;-68.3155309454259;-40
1936800000;-68.2315867538608;-40
1936900000;-68.8847534060061;-40
1937000000;-68.7326034580471;-40
1937100000;-68.1310740844718;-40
1937200000;-68.2762966440428;-40
1937300000;-68.2254132912766;-40
1937400000;-67.7505397458456;-40
1937500000;-69.2409186138654;-40
1937600000;-69.3947520894237;-40
1937700000;-68.1527826412188;-40
1937800000;-68.6919615817375;-40
1937900000;-68.2108027447666;-40
1938000000;-68.7814022293559;-40
1938100000;-68.4628173486321;-40
1938200000;-67.4976394953214;-40
1938300000;-68.5878434826202;-40
1938400000;-68.3297255730978;-40
1938500000;-69.1994432762976;-40
1938600000;-67.5424497317913;-40
1938700000;-67.9805090121887;-40
1938800000;-68.6343486852149;-40
1938900000;-68.0042069872385;-40
1939000000;-68.4245851312015;-40
1939100000;-68.5944331955296;-40
1939200000;-68.4296587698533;-40
1939300000;-67.8118187711552;-40
1939400000;-68.1629725513636;-40
1939500000;-68.4007948719515;-40
1939600000;-69.3018905125513;-40
1939700000;-68.6972185925907;-40
1939800000;-69.4167568622099;-40
1939900000;-68.212470970686;-40
1940000000;-67.7819095884416;-40
1940100000;-67.1616901190389;-40
1940200000;-68.3931278477013;-40
1940300000;-67.5603137600632;-40
1940400000;-68.0674019444731;-40
1940500000;-68.1142046489892;-40
1940600000;-68.9381935770695;-40
1940700000;-68.3027652633146;-40
1940800000;-68.9659833300877;-40
1940900000;-68.2343282194404;-40
1941000000;-67.6714427555319;-40
1941100000;-68.1849975923058;-40
1941200000;-68.0489308264759;-40
1941300000;-68.2500081646728;-40
