Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1920000000;-76.3363370892735;-10
1920100000;-76.1708016863578;-10
1920200000;-76.345607621068;-6.29739026641156
1920300000;-68.465133116299;-40
1920400000;-77.1801407072743;4.96444011968674
1920500000;-65.8552765768143;-40
1920600000;-77.4462329777088;10.841850722459
1920700000;-65.7440464894201;-40
1920800000;-68.2114176240666;-40
1920900000;-69.5507699269364;-40
1921000000;-66.4750994966324;-40
1921100000;-67.9991891489152;-40
1921200000;-68.1875146175454;-40
1921300000;-68.1218300808249;-40
1921400000;-68.5012562539164;-40
1921500000;-67.9101690110335;-40
1921600000;-68.9713024032536;-40
1921700000;-68.9183255924926;-40
1921800000;-68.1072631355423;-40
1921900000;-67.5737926475488;-40
1922000000;-68.0525178620975;-40
1922100000;-67.7346375066718;-40
1922200000;-68.7276128844689;-40
1922300000;-69.3206069892798;-40
1922400000;-68.58757239768;-40
1922500000;-68.2468214762388;-40
1922600000;-67.4796605501211;-40
1922700000;-67.7990866536254;-40
1922800000;-67.5953894944381;-40
1922900000;-68.5152021040034;-40
1923000000;-68.2994461815484;-40
1923100000;-68.3296717943289;-40
1923200000;-68.2648971272776;-40
1923300000;-68.9306446119351;-40
1923400000;-68.2737873763452;-40
1923500000;-68.696231046781;-40
1923600000;-68.7392837262122;-40
1923700000;-67.8794741578607;-40
1923800000;-67.559255268744;-40
1923900000;-68.7158263713939;-40
1924000000;-68.4691852125134;-40
1924100000;-67.8549686659555;-40
1924200000;-67.5086819295815;-40
1924300000;-67.9445567655446;-40
1924400000;-67.810005278571;-40
1924500000;-68.3262716396171;-40
1924600000;-68.50564321212;-40
1924700000;-68.3114188153491;-40
1924800000;-68.4072160853263;-40
1924900000;-68.0993890756864;-40
1925000000;-67.5664840415057;-40
1925100000;-69.234687737672;-40
1925200000;-67.9579824061404;-40
1925300000;-68.0471037752424;-40
1925400000;-68.3008082341732;-40
1925500000;-67.3013345259225;-40
1925600000;-68.0335885944452;-40
1925700000;-68.5089415955354;-40
1925800000;-68.2999468865361;-40
1925900000;-68.333511927463;-40
1926000000;-68.8729521981058;-40
1926100000;-68.4296450121422;-40
1926200000;-68.7778754684764;-40
1926300000;-69.0781327452006;-40
1926400000;-68.4259663886488;-40
1926500000;-67.6490227855566;-40
1926600000;-68.5263714226764;-40
1926700000;-68.2664603860604;-40
1926800000;-69.0062285411106;-40
1926900000;-68.5821328752206;-40
1927000000;-68.2466697874791;-40
1927100000;-68.5303402817217;-40
1927200000;-67.9319759892719;-40
1927300000;-68.1977212315303;-40
1927400000;-68.0147789871457;-40
1927500000;-68.0952026253955;-40
1927600000;-68.8605676191771;-40
1927700000;-68.1381631391559;-40
1927800000;-68.3806968794307;-40
1927900000;-68.2908031042874;-40
1928000000;-67.7430335393354;-40
1928100000;-69.4043584661358;-40
1928200000;-68.4664371456356;-40
1928300000;-68.6293328380753;-40
1928400000;-67.9243335345452;-40
1928500000;-68.5871729349235;-40
1928600000;-68.5916975721531;-40
1928700000;-68.5786574309671;-40
1928800000;-68.228564601247;-40
1928900000;-68.8630523522825;-40
1929000000;-67.7701097248422;-40
1929100000;-69.1662507998671;-40
1929200000;-69.4816072864344;-40
1929300000;-67.8648146749802;-40
1929400000;-67.9532457309317;-40
1929500000;-68.1211829039006;-40
1929600000;-68.7441841981054;-40
1929700000;-68.6559772867676;-40
1929800000;-68.7911473877522;-40
1929900000;-68.0132787319947;-40
1930000000;-69.2975116751859;-40
1930100000;-69.5284051279206;-40
1930200000;-68.4423550610063;-40
1930300000;-68.487194715877;-40
1930400000;-68.5346721647507;-40
1930500000;-68.5317415076504;-40
1930600000;-69.0228353576034;-40
1930700000;-68.3311711270119;-40
1930800000;-67.9915768522964;-40
1930900000;-69.2618974181314;-40
1931000000;-68.9579042694834;-40
1931100000;-67.6272497424184;-40
1931200000;-69.5276698816278;-40
1931300000;-68.19431853294;-40
1931400000;-67.6985108601386;-40
1931500000;-68.7032804575188;-40
1931600000;-68.828372170514;-40
1931700000;-68.937072379107;-40
1931800000;-68.2079845718985;-40
1931900000;-68.4467933888365;-40
1932000000;-68.2065075598273;-40
1932100000;-68.4445149868284;-40
1932200000;-68.2102402718668;-40
1932300000;-68.9474758337139;-40
1932400000;-69.1989833795263;-40
1932500000;-68.7563001733727;-40
1932600000;-68.4535735233478;-40
1932700000;-67.8073818271528;-40
1932800000;-68.078465341227;-40
1932900000;-68.6531084854764;-40
1933000000;-68.3117133662033;-40
1933100000;-69.4658428642616;-40
1933200000;-68.5986292605403;-40
1933300000;-68.7170756089152;-40
1933400000;-68.3444388855446;-40
1933500000;-67.9649796815571;-40
1933600000;-67.801556279909;-40
1933700000;-68.6716441942919;-40
1933800000;-67.8768447577934;-40
1933900000;-68.1636324563694;-40
1934000000;-68.867059793938;-40
1934100000;-69.0058514934591;-40
1934200000;-68.3215118649885;-40
1934300000;-67.7950549577915;-40
1934400000;-68.7994086766966;-40
1934500000;-69.4567009026802;-40
1934600000;-67.8747072716722;-40
1934700000;-69.3527669888463;-40
1934800000;-67.9210955250645;-40
1934900000;-68.5960482363709;-40
1935000000;-68.6135161375898;-40
1935100000;-68.377195389903;-40
1935200000;-68.4886727356103;-40
1935300000;-68.5334813467803;-40
1935400000;-68.5221040217528;-40
1935500000;-68.51422703072;-40
1935600000;-68.0650168077266;-40
1935700000;-69.2762769516874;-40
1935800000;-68.6979356183975;-40
1935900000;-67.3428368403371;-40
1936000000;-69.1030425060094;-40
1936100000;-67.5386324676824;-40
1936200000;-68.1073972585598;-40
1936300000;-68.6296641664903;-40
1936400000;-68.5978211849908;-40
