Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1920000000;-76.2412117575204;-3.8591574840391
1920100000;-76.0420010940394;-8.70814888815247
1920200000;-76.3019374302864;-5.78253625420263
1920300000;-77.5025431605607;5.46962161449419
1920400000;-68.2325595459506;-40
1920500000;-68.1197991659445;-40
1920600000;-67.9855301420792;-40
1920700000;-68.6554482995959;-40
1920800000;-68.8790662096423;-40
1920900000;-68.5197927993689;-40
1921000000;-68.9796875157545;-40
1921100000;-65.6076534210898;-40
1921200000;-68.3938168483157;-40
1921300000;-68.9917514437234;-40
1921400000;-68.010148618499;-40
1921500000;-69.2845355951161;-40
1921600000;-68.8835390032493;-40
1921700000;-68.3599061608791;-40
1921800000;-68.6393992088903;-40
1921900000;-68.8633335890011;-40
1922000000;-68.8884215888493;-40
1922100000;-65.7363069538268;-40
1922200000;-67.922435731432;-40
1922300000;-68.7484757263302;-40
1922400000;-68.5916832914352;-40
1922500000;-68.3985131492469;-40
1922600000;-66.9701299290776;-40
1922700000;-67.9665313548029;-40
1922800000;-68.8379438019046;-40
1922900000;-68.12588193367;-40
1923000000;-68.450420584558;-40
1923100000;-68.3694477621625;-40
1923200000;-67.9182329079205;-40
1923300000;-68.3086483374345;-40
1923400000;-68.2334273552038;-40
1923500000;-68.5834297573894;-40
1923600000;-68.9937327231359;-40
1923700000;-68.5477291415132;-40
1923800000;-67.6217863717035;-40
1923900000;-69.0757693420447;-40
1924000000;-68.8887197648433;-40
1924100000;-68.7535199911014;-40
1924200000;-69.3135525060479;-40
1924300000;-67.3826959035662;-40
1924400000;-68.8433730696637;-40
1924500000;-68.208749417127;-40
1924600000;-67.9368000451144;-40
1924700000;-68.6980380603201;-40
1924800000;-68.0783384530416;-40
1924900000;-68.0485779566955;-40
1925000000;-68.2597344241104;-40
1925100000;-67.8505356018669;-40
1925200000;-69.3961096248505;-40
1925300000;-68.6132721491037;-40
1925400000;-67.30151489928;-40
1925500000;-69.1430923177117;-40
1925600000;-68.2995663454809;-40
1925700000;-68.5183532977257;-40
1925800000;-68.4613273128702;-40
1925900000;-68.5649324235814;-40
1926000000;-68.2974506112784;-40
1926100000;-68.5848838660049;-40
1926200000;-68.1009130021249;-40
1926300000;-68.1285767130579;-40
1926400000;-68.3633801837385;-40
1926500000;-68.5725181071956;-40
1926600000;-68.527890982737;-40
1926700000;-69.2535735635649;-40
1926800000;-68.3045493994627;-40
1926900000;-67.8388782642909;-40
1927000000;-68.5582172318121;-40
1927100000;-68.622761913612;-40
1927200000;-68.1377579222058;-40
1927300000;-68.6848210765363;-40
1927400000;-68.6800672537104;-40
1927500000;-68.2705699353189;-40
1927600000;-68.2803158196633;-40
1927700000;-68.2940089060849;-40
1927800000;-69.0454548512351;-40
1927900000;-68.8726703378434;-40
1928000000;-68.0424514166867;-40
1928100000;-67.4621906134849;-40
1928200000;-67.7867358144279;-40
1928300000;-67.8414367108074;-40
1928400000;-68.2115942544287;-40
1928500000;-68.7956277854235;-40
1928600000;-68.6688958584841;-40
1928700000;-68.8171591621834;-40
1928800000;-68.4663400235734;-40
1928900000;-68.5594432026068;-40
1929000000;-68.599301579558;-40
1929100000;-68.0627910184226;-40
1929200000;-69.5399906026897;-40
1929300000;-67.8014908018133;-40
1929400000;-67.8644402149786;-40
1929500000;-68.8890409003486;-40
1929600000;-68.4009793749707;-40
1929700000;-68.8308989035328;-40
1929800000;-68.2062788639338;-40
1929900000;-68.715135770778;-40
1930000000;-68.4892515313243;-40
1930100000;-68.2591721925027;-40
1930200000;-68.1066819836597;-40
1930300000;-68.8102229597108;-40
1930400000;-68.3789151863532;-40
1930500000;-67.979969384565;-40
1930600000;-68.8707663558319;-40
1930700000;-67.4103399677457;-40
1930800000;-68.5276869368266;-40
1930900000;-68.1526987399705;-40
1931000000;-68.191276614048;-40
1931100000;-67.9050269367331;-40
1931200000;-68.5601874577295;-40
1931300000;-68.0060971919227;-40
1931400000;-68.3129453408147;-40
1931500000;-68.362553750972;-40
1931600000;-68.1653991662024;-40
1931700000;-68.1339905716976;-40
1931800000;-68.259833649009;-40
1931900000;-68.4429070165399;-40
1932000000;-68.439472233617;-40
1932100000;-66.9998717495941;-40
1932200000;-68.2469797658108;-40
1932300000;-69.0031424262156;-40
1932400000;-68.582788393628;-40
1932500000;-67.7443786471351;-40
1932600000;-68.6477454350871;-40
1932700000;-69.2977216913287;-40
1932800000;-68.1753981691858;-40
1932900000;-68.0779197483315;-40
1933000000;-67.5812833168412;-40
1933100000;-67.7390593889151;-40
1933200000;-68.4081742685296;-40
1933300000;-68.5198630311679;-40
1933400000;-68.3496155386167;-40
1933500000;-67.8888718157882;-40
1933600000;-68.7392615646935;-40
1933700000;-67.7138844207777;-40
1933800000;-68.4561750379478;-40
1933900000;-68.2749688085666;-40
1934000000;-68.4698377868705;-40
1934100000;-68.2800233905294;-40
1934200000;-67.9408795085242;-40
1934300000;-68.4448946374993;-40
1934400000;-68.1871568118396;-40
1934500000;-68.3371601714871;-40
1934600000;-67.5679052932366;-40
1934700000;-69.3038165815211;-40
1934800000;-68.5158475966706;-40
1934900000;-68.0846556402627;-40
1935000000;-69.0063620866706;-40
1935100000;-68.5968917265023;-40
1935200000;-67.9867661432731;-40
1935300000;-68.0320567202838;-40
